24785258	/m/080hjrc	Tinker Bell and the Lost Treasure	2009	55211028	82	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}"	"The nature-talent fairies are bringing to the mainland the season of leaves, hibernation, chilly breezes, and pumpkins: autumn. Meanwhile, Tinker Bell and dust-talent fairies like Terence  are staying in Pixie Hollow. Tinker Bell is trying to make a ""Pixie Express"". But it fails just as she is called to meet Queen Clarion , Fairy Mary , and Redleaf, the Minister of Autumn . They show her a mystical moonstone and explain to her its tremendous powers. Every eight years, there is a blue harvest moon in Pixie Hollow. When the light of this rare blue moon passes through the moonstone, it creates blue-colored pixie dust to strengthen and rejuvenate the pixie dust tree. The Autumn Revelry is the associated event during which the fairies gather to collect the dust. A new scepter is to be made to raise the moonstone, and Tinker Bell has been recommended. Although Tinker Bell has made mistakes in the past, Fairy Mary explains that tinker fairies learn from them, most of the time. Tinker Bell accepts the task, as well as help from Terence. But as the work on the scepter progresses, Tinker Bell begins to have trouble with Terence, who is trying too hard to be helpful. An accident occurs, causing the scepter and the stone to break. Tinker Bell sets out on in a balloon she's created to find a magic mirror, which, according to legend, granted two of three wishes before becoming lost. Tinker Bell intends to use the third and last wish to restore the shattered moonstone to its original form. Along the way, she meets Blaze, a brave firefly. Tinker Bell finally discovers the mirror, but she accidentally wastes the third wish. She is found by Terence, who has been following her after discovering her plans and the fragments of the moonstone in her empty house. Tinker Bell and Terence start back to Pixie Hollow. Along the way, Tinker Bell fixes the scepter using a white gem from the top of the mirror, the scepter pieces Terence has wisely brought, and the moonstone pieces, all set at just the right angle. She discovers the magic of true friendship, humility, and love. Thanks to inspired teamwork with Terence, she is ready to give the scepter to Queen Clarion. When she unveils the scepter, the assembled fairies are all shocked and alarmed to see the fragments of the precious moonstone. However, the broken moonstone shards create an unexpected benefit: they drastically magnified and increased the surface area through which the rays of the blue moon could pass, creating the largest supply of blue-colored pixie dust ever seen in Pixie Hollow."
24785563	/m/080gz3m	Blond Cheat	1938-06-17		62	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}"	"Michael Ashburn  is the chief assistant to Rufus Trent , a wealthy London loan broker. Michael is socially prominent, but works for a living. He is engaged to Trent's daughter, Roberta . The match had been engineered primarily by the socially-ambitious Mrs. Trent . As Michael is closing the shop late one afternoon, a man named Douglas  takes out a large loan, using earrings worn by his niece, Julie , as a deposit. He scurries right off with the money but, to his dismay, Michael finds that the earrings are fastened to Julie's ears and cannot be removed. He now has to keep guard of her until Douglas returns with the money. Julie wants to go somewhere warm for the night. He hails a policeman to have her put in a jail cell so that she's kept somewhere safe, but when the cop arrives, she tricks him into arresting Michael instead. She manages to swipe Michael's house key and spends the night at his house. The next morning, the butler finds Julie in Michael's bed. Michael arrives home with a cold after his night in jail. He doesn't realize that Julie's at his house. When Roberta arrives, angry, he calms her down, until she discovers Julie in Michael's pajamas and in his bedroom. Roberta breaks off her engagement to Michael. Julie slips away in the confusion and arrives at a theatrical agency. Her ""uncle"" runs the agency and she quickly removes the earrings as he praises her night's work. In reality, Julie is an actress and, with her successful work breaking the engagement between Michael and Roberta, is offered a leading role in a new production. Roberta arrives at home and tells her parents that the engagement is off. Trent is thrilled. It is revealed at this time that Trent hired Douglas's agency to break the engagement. At work Michael is being called to the carpet by Trent for loaning money without collateral when Mrs. Trent arrives and fixes everything so that Robert and Michael are engaged again. Trent, upset that the wedding is still on, goes back to Douglas and tells him he won't pay until the engagement is broken for good. Gilbert , Trent's assistant, dislikes Michael. He works with Julie by bringing in a box for Michael at work. Inside are Michael's pajamas. Roberta is there when the box arrives and she isn't happy to see the contents. Michael hurries her off when he sees Julie inside the shop vault. Michael takes Julie to her hotel room and stays with her when she pretends to be sick after her night outside. He arrives late for dinner with Roberta and her friends. When she questions him, he admits to being with Julie, but he reassures her that Julie is very sick in bed. At that instant Julie shows up looking glamorous. Fed up, Roberta leaves, but Michael insists on staying because he has to keep an eye on the earrings. Alone with Michael, Julie confesses that she was trying to break up his engagement on purpose that night because she didn't think he should be married simply because he comes from a prominent family. As they share a cozy ride in a carriage, Michael makes overtures to having feelings for Julie. She tries to explain about the earrings when they are held up by robbers. They want the earrings. Michael explains that they cannot be removed, but one of the robbers threatens to cut Julie's ears off to get to them. She takes the earrings off easily and gives them to the robbers. Furious, Michael admits to being a fool. He leaves her. Trent doesn't want to pay Douglas, so he gets a note at dinner asking Trent to meet Douglas in Julie's dressing room. Mrs. Trent follows Trent, demanding an explanation. Since Trent had finally paid up, Douglas lies and says that he had a scheme to break up Michael and Roberta's engagement, but that Trent paid him off. The truth comes out accidentally when Julie refuses to continue with the plan. The police arrive when Michael recognizes one of the robbers—the one who threatened to cut off Julie's ears—as a waiter at the club. The waiter tells the police that Roberta paid him to rob Julie and Michael. He breaks into Julie's show and tells her he loves her."
24786448	/m/080l5rt	Upswept Hare	1953-03-14			{}	{}	"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}"	"The story opens at night with an unseen Bugs preparing to go to sleep. A highway is in the background and immediately after Bugs retires Elmer Fudd drives up because he has seen a rare desert flower next to Bugs' hole that he wants to put in his tropical garden. Elmer does not notice the rabbit hole and is unaware of Bugs' presence, but he is careful when digging up the flower to include lots of room so that the flower can ""prosper in its native soil"". Elmer does not realize is that he has unknowingly taken Bugs as well as the flower back to his penthouse apartment. The next scene has Bugs emerging from the hole still half-asleep. He obliviously goes into Elmer's penthouse thinking he is headed to his ""bathing stream"", which instead is a large Roman-styled bathroom with an indoor pool in the middle. Bugs gets into the pool and realizes that he is not in his stream but thinks his surroundings are a mirage so he plays along by splashing around and singing ""There's no place like home"" but instead substituting Rome for home. Bugs then sings the word ""yearn"" but, sensing that he might be signing out of tune, gets out of the pool and goes into the next room, where he plays and note on a piano and sings ""yearn, fa la yearn"" until he is in tune. Elmer sees Bugs go back into the ""bathroom"" and wonders why Bugs is there. Elmer then gets a shotgun and fires several shots into the pool. Bugs submerges under the water as if he has been killed but then hops out and sneaks behind Elmer, whispering into his ear: ""You better plug him again, Mac, just to be sure."" Elmer then inserts the barrel of the shotgun into the water and shoots, which results in him blowing a hole in the floor which causes the water to spill into the apartment underneath him. Then a knock is heard on Elmer's door and it is his downstairs neighbor, who is twice Elmer's size and soaking wet. The neighbor grabs the shotgun and ties the barrel around Elmer's head, then fires the gun before leaving. Bugs then is seen in the patio area of the penthouse when Elmer tries to shoot him, but constantly misses. Bugs then asks if Elmer is trying to get rid of him and, when Elmer says that ""rabbits don't belong in penthouses"" accuses Elmer of thinking he is ""better"" than a rabbit and if Elmer can prove that he is better, Bugs will leave. Elmer accepts the challenge and Bugs fashions several contests around the penthouse that Elmer wins, but not before suffering large consequences. The first two events are a strength test and then a shooting test, both of which Bugs loses. He then says that there is one more event, the ""jump test"". Bugs fails his test, which involves jumping over an outdoor bench, and then sets up the bench for Elmer. However, Bugs positions the bench vertically and near the overlook of the penthouse so that when Elmer jumps over it, he is actually jumping off the edge of the building. Elmer flies over the edge and lands on the ground in a popcorn machine, and Bugs admits that Elmer is ""a better man than I am, but only because I'm a rabbit"" and then departs down the sidewalk with the flower that Elmer had dug up in the opening scene."
24786972	/m/080fz8j	Lovely Rita	2001-11-02		80	{}	"{""/m/0h7x"": ""Austria""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}"	"The story opens at night with an unseen Bugs preparing to go to sleep. A highway is in the background and immediately after Bugs retires Elmer Fudd drives up because he has seen a rare desert flower next to Bugs' hole that he wants to put in his tropical garden. Elmer does not notice the rabbit hole and is unaware of Bugs' presence, but he is careful when digging up the flower to include lots of room so that the flower can ""prosper in its native soil"". Elmer does not realize is that he has unknowingly taken Bugs as well as the flower back to his penthouse apartment. The next scene has Bugs emerging from the hole still half-asleep. He obliviously goes into Elmer's penthouse thinking he is headed to his ""bathing stream"", which instead is a large Roman-styled bathroom with an indoor pool in the middle. Bugs gets into the pool and realizes that he is not in his stream but thinks his surroundings are a mirage so he plays along by splashing around and singing ""There's no place like home"" but instead substituting Rome for home. Bugs then sings the word ""yearn"" but, sensing that he might be signing out of tune, gets out of the pool and goes into the next room, where he plays and note on a piano and sings ""yearn, fa la yearn"" until he is in tune. Elmer sees Bugs go back into the ""bathroom"" and wonders why Bugs is there. Elmer then gets a shotgun and fires several shots into the pool. Bugs submerges under the water as if he has been killed but then hops out and sneaks behind Elmer, whispering into his ear: ""You better plug him again, Mac, just to be sure."" Elmer then inserts the barrel of the shotgun into the water and shoots, which results in him blowing a hole in the floor which causes the water to spill into the apartment underneath him. Then a knock is heard on Elmer's door and it is his downstairs neighbor, who is twice Elmer's size and soaking wet. The neighbor grabs the shotgun and ties the barrel around Elmer's head, then fires the gun before leaving. Bugs then is seen in the patio area of the penthouse when Elmer tries to shoot him, but constantly misses. Bugs then asks if Elmer is trying to get rid of him and, when Elmer says that ""rabbits don't belong in penthouses"" accuses Elmer of thinking he is ""better"" than a rabbit and if Elmer can prove that he is better, Bugs will leave. Elmer accepts the challenge and Bugs fashions several contests around the penthouse that Elmer wins, but not before suffering large consequences. The first two events are a strength test and then a shooting test, both of which Bugs loses. He then says that there is one more event, the ""jump test"". Bugs fails his test, which involves jumping over an outdoor bench, and then sets up the bench for Elmer. However, Bugs positions the bench vertically and near the overlook of the penthouse so that when Elmer jumps over it, he is actually jumping off the edge of the building. Elmer flies over the edge and lands on the ground in a popcorn machine, and Bugs admits that Elmer is ""a better man than I am, but only because I'm a rabbit"" and then departs down the sidewalk with the flower that Elmer had dug up in the opening scene."
24787303	/m/0807n_t	Moonshine Valley	1922-08-27		50	{}	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/06ppq"": ""Silent film"", ""/m/0hfjk"": ""Western""}"	"The story opens at night with an unseen Bugs preparing to go to sleep. A highway is in the background and immediately after Bugs retires Elmer Fudd drives up because he has seen a rare desert flower next to Bugs' hole that he wants to put in his tropical garden. Elmer does not notice the rabbit hole and is unaware of Bugs' presence, but he is careful when digging up the flower to include lots of room so that the flower can ""prosper in its native soil"". Elmer does not realize is that he has unknowingly taken Bugs as well as the flower back to his penthouse apartment. The next scene has Bugs emerging from the hole still half-asleep. He obliviously goes into Elmer's penthouse thinking he is headed to his ""bathing stream"", which instead is a large Roman-styled bathroom with an indoor pool in the middle. Bugs gets into the pool and realizes that he is not in his stream but thinks his surroundings are a mirage so he plays along by splashing around and singing ""There's no place like home"" but instead substituting Rome for home. Bugs then sings the word ""yearn"" but, sensing that he might be signing out of tune, gets out of the pool and goes into the next room, where he plays and note on a piano and sings ""yearn, fa la yearn"" until he is in tune. Elmer sees Bugs go back into the ""bathroom"" and wonders why Bugs is there. Elmer then gets a shotgun and fires several shots into the pool. Bugs submerges under the water as if he has been killed but then hops out and sneaks behind Elmer, whispering into his ear: ""You better plug him again, Mac, just to be sure."" Elmer then inserts the barrel of the shotgun into the water and shoots, which results in him blowing a hole in the floor which causes the water to spill into the apartment underneath him. Then a knock is heard on Elmer's door and it is his downstairs neighbor, who is twice Elmer's size and soaking wet. The neighbor grabs the shotgun and ties the barrel around Elmer's head, then fires the gun before leaving. Bugs then is seen in the patio area of the penthouse when Elmer tries to shoot him, but constantly misses. Bugs then asks if Elmer is trying to get rid of him and, when Elmer says that ""rabbits don't belong in penthouses"" accuses Elmer of thinking he is ""better"" than a rabbit and if Elmer can prove that he is better, Bugs will leave. Elmer accepts the challenge and Bugs fashions several contests around the penthouse that Elmer wins, but not before suffering large consequences. The first two events are a strength test and then a shooting test, both of which Bugs loses. He then says that there is one more event, the ""jump test"". Bugs fails his test, which involves jumping over an outdoor bench, and then sets up the bench for Elmer. However, Bugs positions the bench vertically and near the overlook of the penthouse so that when Elmer jumps over it, he is actually jumping off the edge of the building. Elmer flies over the edge and lands on the ground in a popcorn machine, and Bugs admits that Elmer is ""a better man than I am, but only because I'm a rabbit"" and then departs down the sidewalk with the flower that Elmer had dug up in the opening scene."
24787384	/m/080nlk5	Hare Trimmed	1953-06-20			{}	{}	"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}"	"The story opens in a town called Doughnut Center with a caption that reads ""What A Hole"" and Sam reading a newspaper indicating that a local widow ([[Granny  has just inherited $50 million. Sam plots to marry Granny, take the money, close the orphanage and get rid of the police department, but Bugs overhears him and plots to foil the plan by disguising himself and posing as a rival French suitor. Granny is very excited to have two suitors, but Sam is not. Challenging Bugs by throwing down a gauntlet, he slaps him with a yellow glove ; Bugs slaps him with a brick-filled glove. Bugs then challenges Sam, who puts on a Daffy Duck beak, a Porky Pig bowtie and a Donald Duck hat, to a shooting round at ten paces. Timing the steps, Bugs waits until a bus  arrives for Sam to fire, causing him to be run over by it . Bugs then disguises himself and poses as Granny, teasing him and pushing a piano down the stairs on him . The real Granny arrives and offers a cup of black coffee. While Sam waits for his coffee, Bugs returns disguised again, and asks whether Sam wants one lump or two . Sam replies two, and receives two blows from a mallet . The real Granny returns with Sam's coffee, and Sam violently kicks the cup after she asks the same question, causing her to gasp: ""He's flipped his lid!"" Hiding in an upstairs room, she acts like Elmer Fudd and shoots at Sam whenever he tries to enter. Outside the room, Bugs whistles at him and  suggests they elope after Sam says he wants the lumps. After Bugs hits him on the head with the mallet, Sam spins around like the Tasmanian Devil, dons a pair of Wile E. Coyote ears and says, ""I LIKE IT, I LIKE IT!""  Bugs then begins throwing down things  he wants them to take along. So many things are thrown down that Sam says, ""That dame's takin' everything but the kitchen sink and the cat!"" The kitchen sink and Sylvester are then promptly thrown down as well. Sylvester says Tweety's quote, ""Bad ol' puddy tat!"" Sam says, ""I'm not the ""puddy tat"", you are!"" The last to go is the safe, which falls on Sam, and he and Bugs go to get married. At the church, Bugs' gown bottom gets caught by a nail in the floor and carpet and comes off, and Sam, still dazed, refuses to marry him and runs off. Bugs makes a Trollface and mock cries: ""Boo-hoo-hoo! Always a bridesmaid but never a bride. Boo-hoo-hoo-hoo!"" Iris out."
24787503	/m/0809sn3	A Dog's Day	2001-05		74	{}	"{""/m/03rk0"": ""India""}"	"{""/m/05mrx8"": ""Political satire"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama""}"	"The story opens in a town called Doughnut Center with a caption that reads ""What A Hole"" and Sam reading a newspaper indicating that a local widow ([[Granny  has just inherited $50 million. Sam plots to marry Granny, take the money, close the orphanage and get rid of the police department, but Bugs overhears him and plots to foil the plan by disguising himself and posing as a rival French suitor. Granny is very excited to have two suitors, but Sam is not. Challenging Bugs by throwing down a gauntlet, he slaps him with a yellow glove ; Bugs slaps him with a brick-filled glove. Bugs then challenges Sam, who puts on a Daffy Duck beak, a Porky Pig bowtie and a Donald Duck hat, to a shooting round at ten paces. Timing the steps, Bugs waits until a bus  arrives for Sam to fire, causing him to be run over by it . Bugs then disguises himself and poses as Granny, teasing him and pushing a piano down the stairs on him . The real Granny arrives and offers a cup of black coffee. While Sam waits for his coffee, Bugs returns disguised again, and asks whether Sam wants one lump or two . Sam replies two, and receives two blows from a mallet . The real Granny returns with Sam's coffee, and Sam violently kicks the cup after she asks the same question, causing her to gasp: ""He's flipped his lid!"" Hiding in an upstairs room, she acts like Elmer Fudd and shoots at Sam whenever he tries to enter. Outside the room, Bugs whistles at him and  suggests they elope after Sam says he wants the lumps. After Bugs hits him on the head with the mallet, Sam spins around like the Tasmanian Devil, dons a pair of Wile E. Coyote ears and says, ""I LIKE IT, I LIKE IT!""  Bugs then begins throwing down things  he wants them to take along. So many things are thrown down that Sam says, ""That dame's takin' everything but the kitchen sink and the cat!"" The kitchen sink and Sylvester are then promptly thrown down as well. Sylvester says Tweety's quote, ""Bad ol' puddy tat!"" Sam says, ""I'm not the ""puddy tat"", you are!"" The last to go is the safe, which falls on Sam, and he and Bugs go to get married. At the church, Bugs' gown bottom gets caught by a nail in the floor and carpet and comes off, and Sam, still dazed, refuses to marry him and runs off. Bugs makes a Trollface and mock cries: ""Boo-hoo-hoo! Always a bridesmaid but never a bride. Boo-hoo-hoo-hoo!"" Iris out."
24787542	/m/080hxrl	Speak It! From the Heart of Black Nova Scotia	1993		28	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0d060g"": ""Canada""}"	"{""/m/02hmvc"": ""Short Film"", ""/m/0jtdp"": ""Documentary""}"	"The story opens in a town called Doughnut Center with a caption that reads ""What A Hole"" and Sam reading a newspaper indicating that a local widow ([[Granny  has just inherited $50 million. Sam plots to marry Granny, take the money, close the orphanage and get rid of the police department, but Bugs overhears him and plots to foil the plan by disguising himself and posing as a rival French suitor. Granny is very excited to have two suitors, but Sam is not. Challenging Bugs by throwing down a gauntlet, he slaps him with a yellow glove ; Bugs slaps him with a brick-filled glove. Bugs then challenges Sam, who puts on a Daffy Duck beak, a Porky Pig bowtie and a Donald Duck hat, to a shooting round at ten paces. Timing the steps, Bugs waits until a bus  arrives for Sam to fire, causing him to be run over by it . Bugs then disguises himself and poses as Granny, teasing him and pushing a piano down the stairs on him . The real Granny arrives and offers a cup of black coffee. While Sam waits for his coffee, Bugs returns disguised again, and asks whether Sam wants one lump or two . Sam replies two, and receives two blows from a mallet . The real Granny returns with Sam's coffee, and Sam violently kicks the cup after she asks the same question, causing her to gasp: ""He's flipped his lid!"" Hiding in an upstairs room, she acts like Elmer Fudd and shoots at Sam whenever he tries to enter. Outside the room, Bugs whistles at him and  suggests they elope after Sam says he wants the lumps. After Bugs hits him on the head with the mallet, Sam spins around like the Tasmanian Devil, dons a pair of Wile E. Coyote ears and says, ""I LIKE IT, I LIKE IT!""  Bugs then begins throwing down things  he wants them to take along. So many things are thrown down that Sam says, ""That dame's takin' everything but the kitchen sink and the cat!"" The kitchen sink and Sylvester are then promptly thrown down as well. Sylvester says Tweety's quote, ""Bad ol' puddy tat!"" Sam says, ""I'm not the ""puddy tat"", you are!"" The last to go is the safe, which falls on Sam, and he and Bugs go to get married. At the church, Bugs' gown bottom gets caught by a nail in the floor and carpet and comes off, and Sam, still dazed, refuses to marry him and runs off. Bugs makes a Trollface and mock cries: ""Boo-hoo-hoo! Always a bridesmaid but never a bride. Boo-hoo-hoo-hoo!"" Iris out."
24788378	/m/080pxsp	Buy & Cell	1987		98	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01z4y"": ""Comedy""}"	"{{Expand section}} Herbie Altman  is framed by his business partner and sent to jail where he sets up ""Con Inc."" an investment company with the help of those around him."
24789247	/m/080k_tj	Half-Fare Hare	1956-08-18			{}	{}	"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}"	"Bugs Bunny boards the Chattanooga Choo Choo and finds Ralph Kramden and Ed Norton, from ""The Honeymooners"" TV show. Ralph and Ed are starving, and when they set eyes on Bugs, they yell: ""It's foooooood!"""
