7888997	/m/02vklgp	The Endless Summer II	1994-06-03		100	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01z02hx"": ""Sports"", ""/m/014dsx"": ""Travel"", ""/m/0jtdp"": ""Documentary""}"	"The film opens on Mars, showing the last moments of a Mars rover's mission. As the rover prepares to sample Martian rock, it ""kicks the bucket."" The mission controllers congratulate themselves on a ""successful"" mission, while back on Mars the scene pans up from the dead rover to show a huge undiscovered Martian city. A spaceship is seen quickly rocketing from the city and accelerating into space. News producer Tim O'Hara , is fired for unwillingly ""compromising"" his boss's daughter, Brace Channing , during a live broadcast of the first Space Shuttle launch from Vandenberg Air Force Base. His assistant, the shy Lizzie , tries to comfort him, and it's apparent she has a secret crush on him. A while later, Tim witnesses a small Martian spacecraft crash landing. Realizing his chance to deliver a story that will ""rock the Earth"", he brings Brace to show her the ship. Nearby, its only occupant  hides in the bushes. Tim takes the now-shrunken spaceship home with him with the Martian following him to retrieve it. After Tim knocks the Martian out, the Martian's suit, named Zoot, comes alive and knocks Tim out; the Martian quickly comes to and disguises himself to look like Tim and ends up kissing Lizzie when she visits. When Tim confronts the Martian the next morning, he finds out the ""electron accelerator,"" a small device which powers the control systems of the ship, is damaged beyond repair and the Martian needs Tim's help to find a replacement. Eventually, the Martian takes the name ""Uncle Martin"" and explores the city, unaware that they are being watched by SETI, which discovered DNA left by Martin while hiding out at Tim's. While exploring Tim's neighborhood, Martin tells him about a friend of his named ""Neenert,"" one of his planet's most gifted Martian scientists, who came to Earth in 1964. Tim and Martin also stop by at a beach wear shop and Martin buys a new pair of clothes, leaving a jealous Zoot in the fitting room but then escapes out. Tim's other friends including Lizzie meet Martin without knowing that he really is a Martian yet; after this, Brace is captured by the SETI gang as she is mistaken by them as an alien. As the story continues, Tim secretly tapes Martin and Zoot with hidden cameras to back up his story and impress the TV station staff, but he eventually decides not to, considering his friendship with Martin. Meanwhile, Martin and Zoot discover a subsystem called the Interstellar Safety System which is prepared to self-destruct, taking Martin's ship with it. Lizzie shows up at Tim's house, to discover Brace stealing the tape. After thinking that Tim cheated on her, Lizzie rejects him and storms out, only to be distracted by the now full size spaceship and is pulled into the cockpit by Zoot. A screenshot of Martin in the bathtub while in his Martian form, is discovered by Brace and she steals all of Tim's tapes. Martin and Tim go after the Martian evidence, shrinking the ship  and racing down to the station where Martin ties Brace to her office chair and gags her. Martin then disguises himself as her so he can take her place on the news where Martin's alien form is almost exposed. The broadcast is carefully watched by Elliot Coleye , head of SETI. Tim admits to Martin that he has been videotaping him, but found he also likes Martin and apologizes. As footage from another news report is aired, Tim and Martin escape the station. Tim and Martin escape through the sewers via shrinking/unshrinking device of Martin's and eventually into the hands of Coleye, who take them back to SETI for investigation. At the lab, Tim tricks one of the scientists into growing Martin's ship to normal size, breaching security and allowing Lizzie and Zoot to escape. However, the trio's escape is blocked by two security guards; one of the guards nonfatally shoots Zoot. With the help of a ""nerplex,"" a piece of alien gum that can transform anyone into another life form , given by Zoot to Lizzie, and defeats the security guards. The three eventually succeed in locating Martin, who underwent surgery, involving the removal of Martin's antenna and presumably killing him. When Martin and Zoot reunite, he comes back to life and wakes up. The three then escape SETI headquarters and prepare to bid farewell to Martin, installing a car alternator in place of the damaged electron accelerator. He is intercepted by Coleye, but a SETI official named Armitan, actually Martin's old friend Neenert , saves him by destroying Coleye's gun and tossing Coleye wildly in the air. Then Martin and Neenert flies back to Mars. Eventually, Coleye consumes the piece of nerplex left by Neenert and he's turned into an alien too. While laughing at this, Coleye accidentally swallows the gum, which presumably leaves him permanently in his transformation. He ends up getting caught by his own organization as Tim and Lizzie escapes home. In the end, Martin and Zoot return to Earth with enough supplies to settle down with Tim and Lizzie. Neenert flies Martin's spacecraft back to Mars. Tim initially objects to Martin staying, but a passionate kiss from Lizzie convinces Tim to change his mind. The film ends with Zoot in a washing machine, enjoying an issue of Victoria's Secret."
7889019	/m/026hrgm	Snow Blind	2006-12-08		60	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01z02hx"": ""Sports"", ""/m/017fp"": ""Biography"", ""/m/0jtdp"": ""Documentary"", ""/m/0hj3n1x"": ""Extreme Sports"", ""/m/0219x_"": ""Indie""}"	The film is segmented into six major thematic sections: * Inventors The individuals who started creating snowboards * Pioneers The individuals who started riding snowboards before it was a sport * Back Country The individuals who risk their lives riding in non-designated snowboarding areas * Pros The teen and twenty-something professional athletes and Olympians * Adaptors The individuals who have lost limbs or their eyesight but continue to snowboard * Families Interviews the Teters and how snowboarding has influenced their lives The film also has one mini section on Banana George, a 93-year old snowboarder.
7889381	/m/026hrxc	Here Come the Huggetts	1948		93	{}	"{""/m/07ssc"": ""United Kingdom""}"	"{""/m/01z4y"": ""Comedy""}"	The film is segmented into six major thematic sections: * Inventors The individuals who started creating snowboards * Pioneers The individuals who started riding snowboards before it was a sport * Back Country The individuals who risk their lives riding in non-designated snowboarding areas * Pros The teen and twenty-something professional athletes and Olympians * Adaptors The individuals who have lost limbs or their eyesight but continue to snowboard * Families Interviews the Teters and how snowboarding has influenced their lives The film also has one mini section on Banana George, a 93-year old snowboarder.
7889421	/m/026hr_3	The Jackals	1967		96	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0hzlz"": ""South Africa""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama""}"	The film is segmented into six major thematic sections: * Inventors The individuals who started creating snowboards * Pioneers The individuals who started riding snowboards before it was a sport * Back Country The individuals who risk their lives riding in non-designated snowboarding areas * Pros The teen and twenty-something professional athletes and Olympians * Adaptors The individuals who have lost limbs or their eyesight but continue to snowboard * Families Interviews the Teters and how snowboarding has influenced their lives The film also has one mini section on Banana George, a 93-year old snowboarder.
7890513	/m/026htbf	Badri	2001-04-16		165	"{""/m/07c9s"": ""Tamil Language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/01z02hx"": ""Sports"", ""/m/02kdv5l"": ""Action""}"	Badri ([[Vijay  is the youngest son of a family and a careless guy, always going around girls and enjoying with them. His womanising habits are a source of heartburn for his father . However, his elder brother, Vetri , a kickboxer and his father's favourite son, is very fond of him. Janu , Badri's neighbour, is in love with him, but it is just one sided as Badri considers her a good friend and a source of money and cars to impress girls . He falls in love with Mamathi , a rich girl, and poses as a rich guy to impress her. However, she soon finds out Badri has lied to her. Mamathi dumps Badri and insults him in front of his father. Badri's father, tired of his son's antics, disowns him. Later Vetri is attacked by his enemies and is bedridden, unable to take part in the kickboxing championship. Badri decides to fight for his brother and to redeem himself in his father's eyes by fighting in the championship match against Rohit ([[Bhupinder Singh , who happens to be Mamathi's new boyfriend. He defeats Rohit, redeems himself in front of his father's eyes and finally accepts Janu's love.
7891532	/m/026hvx9	Untitled Superman Returns sequel				{}	{}	{}	Badri ([[Vijay  is the youngest son of a family and a careless guy, always going around girls and enjoying with them. His womanising habits are a source of heartburn for his father . However, his elder brother, Vetri , a kickboxer and his father's favourite son, is very fond of him. Janu , Badri's neighbour, is in love with him, but it is just one sided as Badri considers her a good friend and a source of money and cars to impress girls . He falls in love with Mamathi , a rich girl, and poses as a rich guy to impress her. However, she soon finds out Badri has lied to her. Mamathi dumps Badri and insults him in front of his father. Badri's father, tired of his son's antics, disowns him. Later Vetri is attacked by his enemies and is bedridden, unable to take part in the kickboxing championship. Badri decides to fight for his brother and to redeem himself in his father's eyes by fighting in the championship match against Rohit ([[Bhupinder Singh , who happens to be Mamathi's new boyfriend. He defeats Rohit, redeems himself in front of his father's eyes and finally accepts Janu's love.
7891946	/m/026hwl9	Badri	2000-04-20			"{""/m/09s02"": ""Telugu language""}"	"{""/m/03rk0"": ""India""}"	"{""/m/02l7c8"": ""Romance Film""}"	Badri  is an ad agency director whose parents are settled in the USA. He has a love called Vennela , who is a close family friend of Badri's family. Their parents want these two to tie the knot. Badri and Vennela are whiling away time, as Vennela did not finish her grads yet. On one of those romantic evenings, Vennela tells Badri that she loves him very much. But, at the same time, she does not find the same sincerity in Badri's love. She challenges him: No other girl on earth would probably love him more than she does. Badri, who gets carried away in arguments, takes up the challenge immediately. Vennela shows a beautiful girl coming out of the temple and asks him to approach that girl. Then Vennela goes to the US to spend time with Badri's parents. Badri gets the info of the new girl in no time and finds out that her name is Sarayu. She is a pampered-yet-docile sister of Nanda . After a few tries he is able to corner Sarayu to the extent that she expresses her love and puts forward a marriage proposal, for which Badri gives no response. Meantime, Vennela is back and can see the chemistry between Sarayu and Badri. She starts regretting the bet with Badri. Badri, too, is torn. Nanda, who is excessively fond of his sister Sarayu, guns for the blood of Badri, as he knows that Badri and Vennela are destined for marriage. As we head for a simple looking yet extremely gripping climax, we have a very heart-touching performance in store.
7892732	/m/026hxwx	Epic Movie	2007-01-25	86865564	85	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/09q17"": ""Slapstick""}"	"The film begins with a parody of The Da Vinci Code. Lucy , finds that her adopted father , a museum curator, has been attacked by Silas ([[Kevin Hart . Before dying, he gives clues which lead her to a ""Golden Ticket"" in a vending machine candy bar. Edward  lives at a Mexican monastery. Ignacio  becomes enraged at Edward's displeasure at the living conditions and has him thrown out the window. On the way Edward grabs a Monk's ""Golden Ticket."" Next, the film introduces Susan . She is going to Namibia to meet her new adoptive parents. While she orders water, snakes come out and hijack the plane. Samuel L. Jackson  pops up and starts repeatedly saying ""I have had it with these God damn snakes on this God damn plane!"" and then throws Susan out of the plane so that she would be safe. Susan falls on Paris Hilton and finds her ""Golden Ticket"" in Paris' purse. Then the film introduces Peter ([[Adam Campbell , a mutant. He asks Mystique  to come with him to the homecoming dance. Peter is bullied by Mystique's boyfriend, Wolverine  and the Headmaster, Magneto . As Magneto wills a locker door to open and knock Peter to the ground, another student's ""Golden Ticket"" falls onto Peter's chest. All four meet up at Willy's Chocolate Factory. Willy  reveals he plans to use them all as the 'special ingredient' in the treats . In an effort to hide from the maniacal Willy, Lucy soon finds a wardrobe. On the other side, in the middle of a wintry forest, she finds Mr. Tumnus . He welcomes Lucy to Gnarnia. Feeling a burst of compassion, he manages to warn Lucy of the danger she is in. Edward follows Lucy to Gnarnia and meets the White Bitch . She convinces him to trap the other orphans and he can be the king of Gnarnia in her White Castle. All four main characters makes his or her way to Mr. Tumnus' house, where the orphans discover that they are all related to one another, and that the White Bitch killed their parents. They ally themselves with Harry Beaver , Tumnus' life partner. While this is occurring, Peter dreams that he is Superman, but in the dream he gets shot in the eye and falls off a building. Edward sneaks off to the White Bitch's castle. Despite realizing she intends evil, the White Bitch flashes Edward her breasts, hypnotizing him into giving up the information on the orphans; he is then imprisoned. The White Bitch sends Silas after the trio; Tumnus sacrifices himself to ensure their safety. They end up meeting a graying Harry Potter , along with a balding Ron Weasley , and a pregnant Hermione Granger  in Hogwarts. They all help Lucy, Susan, and Peter train for the war against the White Bitch. It's soon revealed she plans to create a new continent for her followers via a magic crystal; she acknowledges this is the same plot as Superman Returns. Edward escapes with the assistance of Captain Jack Swallows, only to find out later that it was a ruse as the Captain tricks needed intelligence out of Edward. Jack is then stabbed by the White Bitch as the crystal is lost in the ocean, putting the witch's plan in motion. Upon finishing their training, Lucy, Susan, and Peter, head to the camp of Aslo . Aslo agrees to help Edward in exchange for a foursome and a Dutch oven. Managing to kill Silas while breaking Edward out, Aslo is slain by the White Bitch. Despite this, they have a pre-battle party, during which Peter and Mystique  make love. Susan gets drunk and vomits everywhere; this so disgusts their new army that nobody shows up to help the orphans the next day. Despite the presence of a revenge-craving Jack on a giant wooden wheel, the four siblings are easily dispatched. Peter is about to be slain when he finds the remote from the movie Click, using the device's reality altering powers to save his siblings; they kill the army and erase the White Bitch's plot. Though the others attempt to kill her while frozen, Peter declares the White Bitch will receive a fair and just trial in the new Gnarnia. Moments later, Jack's wheel crushes her. The four are crowned the new rulers of the land: Peter the Heroic, Susan the Just, Edward the Loyal, and Lucy the Dumbshit. Tumnus then shows up; he is still recovering from his battle with Silas. Decades later, the four now elderly rulers find the way home and stumble through. They appear moments after they had left, now young again. Borat congratulates them on a happy ending; the four are then smashed to death by Jack's wheel, with Borat following with ""NOT!"" before smacking his rump at the audience.  The unrated, longer version  of the film features some scenes not shown in the theatrical version. For example, Willy Wonka comes in and says ""I told you it was going to be an epic adventure"". Willy Wonka then goes in the wardrobe and puts out a ""do not disturb"" sign that refers to the girl in the wardrobe. The Oompa-Loompas come in and start singing the Willy Wonka theme song. The four are then crushed by the wheel. Also, during the scene where Lucy is crushed under the junk that falls out of the ""Narnia"" closet, the girl who runs out is nude, as opposed to wearing a bikini. In the Snakes on a Plane scene, when the Samuel L. Jackson lookalike yells, he replaces ""God damn"" with ""motherfuckin'."""
7893461	/m/026hyj6	The Girl	2001-04-06	104883	84	"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}"	"{""/m/0hn10"": ""LGBT"", ""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}"	"The film is narrated by Agathe De La Boulaye as ""The Artist"". She is obsessed with a nightclub singer  whom she calls ""The Girl"". One night the girl takes the artist to the hotel where she lives and they make love. The girl, who does not usually sleep with women, tells the artist that it is ""just one night"" but they begin seeing each other. The girl continues to see men and the artist has a long term lover, Bu Savè , who accepts the artist's obsession. The artist draws and paints the girl, but gradually grows frustrated with her work. She notices a man  watching her and the girl. The man behaves aggressively and possessively towards the girl. He starts following the artist and sends threatening letters to the girl telling her to get rid of the artist. The girl refuses. The man follows the artist and tries to attack her. The artist asks advice from Bu Savè, who gives her a gun. When the artist cannot find the girl, she discovers that she has gone away with the man, who turns out to be the owner of the nightclub where the girl sings. When the man and the girl return, the artist gives the girl the gun. The artist gets beaten up by the man and his friend. Later when she goes to meet the girl at the hotel, she finds the man there, naked and asleep. She leaves. The next day she returns and tells the girl that she is leaving her. The artist puts all her energy into her painting. One day she goes back to the hotel. As she climbs the stairs, she hears gunshots. She finds the man dead and the girl with a gunshot wound to her side."
7893550	/m/026hymn	No Time for Nuts	2006-09-14		7	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09c7w0"": ""United States of America""}"	"{""/m/01zhp"": ""Computer Animation"", ""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3myc"": ""Children's Fantasy""}"	"Scrat, the saber-toothed squirrel (a fictional animal from the [[Ice Age , while trying to find a place to hide his acorn, finds a buried time machine next to the ice-encased skeletal body of a human time traveler that looks like Einstein. He accidentally activates the machine, sending the acorn away. Scrat gets mad and tries to beat up the time machine and it sends him to the Middle Ages. Finding the acorn wedged under a rock, Scrat sees the Sword in the Stone and decides to use it as a lever to move the rock. He pulls out the sword but then finds himself under attack by a group of unseen archers, and uses the sword to block the arrows fired by the archers. He frees the acorn and takes it and the time machine and races off to find cover, only to hide in the barrel of a cannon. The cannon fires him into the path of hundreds of incoming arrows. The time machine teleports the acorn mid-flight and Scrat just barely manages to activate the machine again for himself. He materializes in an arena in Ancient Rome. Scrat reaches for his acorn, but is dragged off when his tail is caught on a passing chariot. Scrat manages to free himself just as a fanfare sounds. He thinks it is victory music and introduces himself to the crowd like a triumphant gladiator, proudly holding up his acorn. Then he hears the growl of a lion coming from the tunnel behind him. He activates the time machine again, and lands on a field of ice. He is overjoyed, thinking he is home, but he soon learns he's really in 1912 when he sees the RMS Titanic heading straight towards him. The time machine is activated after impact, and Scrat finds himself in the first Ice Age movie, where he encounters himself and fights himself for his acorn. (Manny, Sid, [[Diego  The acorn is teleported again, much to the distress of both Scrats. The time traveling Scrat is then sent to many dangerous situations where he would have been killed if he had not activated the time machine in time; under a launching rocket, in a dark jewellery store, in a girl's locker room , in the French Revolution , during Benjamin Franklin's kite flying experiment, in front of a wrecking ball, in front of the Hiroshima, on the tracks of a steam locomotive and in front of Michelangelo's David . Frustrated, Scrat punches the machine, which sends him into a strange realm of floating timepieces. Scrat spots his acorn and grabs it, just before being drawn into a wormhole along with his acorn and the time machine. The wormhole lands Scrat in front of an enormous oak tree. Overjoyed at the sight of so many acorns, he tosses away his own acorn, which lands on and activates the time machine. Before it can fire again, Scrat smashes the time machine. Scrat attempts to remove the nuts from the tree, but soon discovers that it is only a sculpture, with a plaque on it reading ""Here Stood the Last Oak Tree."" Scrat realizes he's in the far future, where oak trees  are extinct. He realizes that the acorn he brought with him is the only real one around. He makes a dash for it, but the time machine manages to fire one last time, transporting the acorn right out of his paws right before the time machine collapsed into pieces. Stranded in the acorn-less future, Scrat lets out a scream of frustration, ending the film. Then the lost acorn ends up floating behind the credits of the film."
